No,ID,Word/Phrase,POS (Old),POS (New),English Meaning (Old),English Meaning (New),Thai Meaning (Old),Thai Meaning (New),Status,Audit Notes / Reason
154,ox_admire,admire,verb,verb,"Regard (an object, quality, or person) with respect or warm approval","Regard (an object, quality, or person) with respect or warm approval",ชื่นชม,ชื่นชม,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
155,ox_admit,admit,verb,verb,"Confess to be true or to be the case, typically with reluctance","Confess to be true or to be the case, typically with reluctance",ยอมรับ,ยอมรับ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
156,ox_adopt,adopt,verb,verb,Legally take (another's child) and bring it up as one's own,Legally take (another's child) and bring it up as one's own,รับเลี้ยง / นำมาใช้,รับเลี้ยง / นำมาใช้,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
157,ox_adult,adult,noun,noun,A person who is fully grown or developed,A person who is fully grown or developed,ผู้ใหญ่,ผู้ใหญ่,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
158,ox_advance,advance,verb,verb,"Move forward, typically in a purposeful way","Move forward, typically in a purposeful way",ก้าวหน้า,ก้าวหน้า,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
159,ox_advanced,advanced,adjective,adjective,Far on or ahead in development or progress,Far on or ahead in development or progress,ขั้นสูง,ขั้นสูง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
160,ox_adventure,adventure,noun,noun,"An unusual and exciting, typically hazardous, experience or activity","An unusual and exciting, typically hazardous, experience or activity",การผจญภัย,การผจญภัย,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
161,ox_advert,advert,noun,noun,"A notice or announcement in a public medium promoting a product, service, or event","A notice or announcement in a public medium promoting a product, service, or event",โฆษณา,โฆษณา,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
162,ox_advertise,advertise,verb,verb,"Describe or draw attention to (a product, service, or event) in a public medium to promote sales or attendance","Describe or draw attention to (a product, service, or event) in a public medium to promote sales or attendance",โฆษณา,โฆษณา,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
163,ox_advertisement,advertisement,noun,noun,"A notice or announcement in a public medium promoting a product, service, or event","A notice or announcement in a public medium promoting a product, service, or event",โฆษณา,โฆษณา,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
164,ox_advertising,advertising,noun,noun,The activity or profession of producing advertisements for commercial products or services,The activity or profession of producing advertisements for commercial products or services,การโฆษณา,การโฆษณา,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
165,ox_advice,advice,noun,noun,Guidance or recommendations offered with regard to prudent future action,Guidance or recommendations offered with regard to prudent future action,คำแนะนำ,คำแนะนำ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
166,ox_advise,advise,verb,verb,Offer suggestions about the best course of action to someone,Offer suggestions about the best course of action to someone,ให้คำแนะนำ,ให้คำแนะนำ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
167,ox_affair,affair,noun,noun,An event or sequence of events of a specified kind or that has previously been referred to,An event or sequence of events of a specified kind or that has previously been referred to,ธุระ,ธุระ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
168,ox_affection,affection,noun,noun,A gentle feeling of fondness or liking,A gentle feeling of fondness or liking,เสน่หา,เสน่หา,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
169,ox_afford,afford,verb,verb,Have enough money to pay for,Have enough money to pay for,จ่ายได้,จ่ายได้,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
170,ox_afraid,afraid,adjective,adjective,Feeling fear or anxiety; frightened,Feeling fear or anxiety; frightened,เกรงกลัว,เกรงกลัว,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
171,ox_after,after,preposition,preposition,In the time following (an event or another period of time),In the time following (an event or another period of time),หลังจาก,หลังจาก,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
172,ox_afternoon,afternoon,noun,noun,The time from noon or lunchtime to evening,The time from noon or lunchtime to evening,ตอนบ่าย,ตอนบ่าย,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
